model path,Total Accuracy,Total Precision,Total Recall,Train Accuracy,Train Precision,Train Recall,Test Accuracy,Test Precision,Test Recall
models/2023-12-03-14-01.h5,0.9746863799283154,0.4917871222076215,0.9771540469973892,0.9857861060329068,0.6910569105691057,0.9898107714701602,0.9687069135316132,0.3966019417475728,0.9668639053254438
models/2023-12-03-17-34.h5,0.9755184331797236,0.5003344481605351,0.9765013054830288,0.9855575868372944,0.6860581745235708,0.9956331877729258,0.9701103013590704,0.4074259909683894,0.9609467455621302
models/2023-12-04-12-01.h5,0.985071044546851,0.6259991586032815,0.9712793733681462,0.9915904936014626,0.801920768307323,0.9723435225618632,0.9815589915304314,0.5310880829015544,0.970414201183432
models/2023-12-09-01-39.h5,0.9922235023041475,0.7657520325203252,0.9836814621409922,0.9925641986338877,0.7830188679245284,0.9945533769063181,0.9917982661246807,0.7406483790523691,0.9674267100977199
models/2023-12-09-13-12.h5,0.9775345622119817,0.5220537560303239,0.9889033942558748,0.9784131192898522,0.5509342977697408,0.9956427015250544,0.9764380013669556,0.4835076427996782,0.978827361563518
